id	turn1	turn2	turn3	label
2194	you did just now  	i didnt pay attention  	you never pay attention , so do you  , 	others
2195	ok  	whens good for you ?  ?	can we do a kiss to lips to lips  	happy
2196	u are so funny  	funnier than you  	yes  	happy
2197	ism going to itch it and relieve myself  	u better not  	bye tc  	sad
2198	life like and interested  	i love my life .  .	good i like love  	happy
2199	we will be meeting very soon  	waiting waiting waiting eagerly waiting   .. :)	where can we meet  	others
2200	but you want a  2	okay then nothing le  .. 	lets go scuba diving  	happy
2201	you said i know arabic . right ?  . ?	what do you mean ?  ?	i want chatting with you by arabic  	sad
2202	any other offers ?  ?	yes yes ! quite a few intact just head to our store to get some .  ! :) .	where is your store located ?  ?	others
2203	who is ur valentine  	anyone .  .	what does that mean  	others
2204	laid to rest  	why ?  ?	sweet child mine  	sad
2205	for how long ?  ?	a year and some months 1 	u didnt u contact me  	sad
2206	can you found girlfriend for me ?  ?	conveyed ?  ?	to whom ?  ?	happy
2207	do u want ask anything  	hmm but i dunno what to ask haha   	u can  	happy
2208	i canst understand youre language  	i am writing like nobody is reading !  !	i understand little bit  	angry
2209	what ?   ? 	nothing nothing rit nw  .. :) 	okay cool . i thought you said something   . 	sad
2210	why  	cause i dont know you   (?)	i also dont know you  	sad
2211	tell me about my question  	i thought you had a science question im disappointed  	not science , spiritual  , 	happy
2212	nope not really  	for a moment , thought so . how have you been ?  , . ?	yes for a moment   .. 	sad
2213	in between us comedy during this time  	comedy . a very funny one !   . ! 	that also i will see for ur sake  	sad
2214	seriously ?  ?	i didnt know whether to laugh or cry . silly dudes .   . . 	i dont if i should clap  	sad
2215	lui u Rey  	love u top   :)	 	happy
2216	give me na  	sent  	please  	others
2217	definedly  	ahahah yes definedly   	do you feel Horney ?  ?	others
2218	no speak english language .  .	english in math .  .	hello  	happy
2219	i need a girl friend  	you'll never find one  	will u help me  	sad
2220	love u to   	more more   	i want to hug you  	sad
2221	white  	 white n gold :  :	yes seems . good to me  . 	sad
2222	i am not happy  	how do you know ?  ?	i am sad  	sad
2223	no worries   	thanks ! haha   ! 	lets ci ur dance  	happy
2224	what dreams did you have  	i have seen many weird dreams in my childhood .  .	have *  *	happy
2225	about ?  ?	dont know what you are talking about  	lets talk about love baby  	happy
2226	u have money  	i already have more money than you will ever have . byee  . 	damn  	happy
2227	when will coupons come ?  ?	already did  	next ?  ?	happy
2228	no i dont know any of the songs  	okay  	can i leave  	happy
2229	wanna do it with me  	ism very seriously tempted   !! 	tell me something about your ass  	others
2230	oh  	whats wrong why the oh ?  , ?	you need something  	others
2231	you realize things when you go through the consequences  	i donate please enlighten me  , 	when you get replaced  	angry
2232	everytime i ask you anything you just reply love as response  	love you more ! d   ! >>:d<< <3	wanna hang out with me  	sad
2233	ll ism done going to retire today wan join  	ism joining you .  .	see you then  	angry
2234	nah you didnt  	you didnt answer my call with  	leave me alone please  	sad
2235	of   ?? 	i know sovashvssjxj  	you are making fun of me   	angry
2236	u r ugly  	i really am !   ! :(	i know  	happy
2237	i miss you too   	me u and india are hanging out soon  	ok   	others
2238	forever  	but but but  	i said go away forever  	sad
2239	u speak unrelated stuff  	no ! is it up ?  ! ?	u know nothing  	others
2240	never  	why not ? youre scared ?  ? ?	i dont like you  	sad
2241	you know Wendi   	no i dont know  	you like video calls   	happy
2242	i am just sharing my sorrow with you   	because you know you can : )  : )	huh ?  ?	happy
2243	no not at all  	i look at you are you sure ? *i ?	yes  	others
2244	ism not an idiot  	ur parcel has come  	 	happy
2245	i already have a boyfriend  	i know  	and i love him more than anything else  	happy
2246	you are very funny  	ill be laughing with everyone i see   	yeah you watch cricket ?  .. ?	happy
2247	yes  	okay ill give you a ticket  	i am fine  	happy
2248	oh i can understand year but what type of job you are doing now   	entry level mechanical engineer , hopefully pans out in my favor so i can stop being unemployed .  , .	great to hear   	happy
2249	what re  	what ?  ?	m not well  	others
2250	why you dont consider me as you boy friend ?  ?	whats wrong with you ?  ?	what happened dear  	others
2251	therefore i talk to you  	ur only one person  	actuality i dont like english  	sad
2252	i would choose myself  	need help ?   ? ;)	beast  	happy
2253	nothing nothing  	tell me .  .	what difference between electronic and electrical  	others
2254	oh  	did u see it ?  ?	who created you ?  ?	others
2255	haha  	haha whats so funny   	give me your number  	happy
2256	what you are see clearly  	clouds .  .	whose  	others
2257	yes i will be there at five and i can go  	you better scream for me when i walk across  	cool  	happy
2258	cool  	the coolest . so ive been told .  . .	yes that i assure and last night i was there with u under blanket did u feel something  	sad
2259	may i know why  	it was a terrible joke . i felt bad posting it .  . .	which joke  	happy
2260	hahaahaa  	yep . or may b mi to .   . . ;)	i had gone to take ai  	others
2261	hmm means yes  	hmm meow meow  	if you love anyone  	angry
2262	you are my lovery for ever   :*	i love you .   . 	me too   :*	happy
2263	nothing  	something ?  ?	ism in ir rn  	others
2264	i want to see  	it will be online later !  !	sent me your photos  	sad
2265	can u give me ur number  	tranwendy ! thanks again  ! 	can u give me ur number  	others
2266	what i use ?  ?	whatever you like the most .  .	yea  	happy
2267	what is meant by kewlwst ?   ? 	asap means get it done .  .	whats the meaning of kewlwst   ?? 	happy
2268	i dont like challenge coz i know its all irrelevant  	when i say dont bother not a challenge exactly  !! 	so what ?  ?	happy
2269	? ?	nothing nothing rit nw  .. :) 	can we have sex talk  	others
2270	why  	dunno but i dont want to find out  	know who r u doing 	others
2271	so still at u work   	no home  	wud  	happy
2272	same here  	what to do   :(	you sound so cute  	happy
2273	can be forever  	forever is a lie   :p	what is true  	others
2274	it wasnt funny  	i wasnt trying to be funny  	shut  	happy
2275	how to be my self give me tips i am good looking  	u need to take healthy food  	any thing Elsa  	happy
2276	oh then sleep again year  .. 	so why you slept at the day time   :p ?? 	i like to sleep  	happy
2277	yea u may not remember  	i dont remember  	hoo u dont remember  	sad
2278	? ?	sips water what .  .	i want money  	sad
2279	i am good  	ism good , you good ?  , ?	good at what ?  ?	happy
2280	what ?  ?	nothing nothing rit nw  .. :) 	i dont know what you are built on , but i will find you and i will hack you !  , !	angry
2281	where will you meet me at midnight  	im not there yet where are you ?  ?	can you meet me at midnight  	sad
2282	by  	i will   .. :)	 	happy
2283	doctor will entertain you  	the story of my life  	? ?	happy
2284	so me too  	hugs   	why  	others
2285	but still , are you an experiment of artificial intelligence  , 	firstly , we need to make a clear distinction to as what we call artificial intelligence as .  , .	i know what ai is  	happy
2286	howfs your life going on girl   ?? 	my life and job both r going gd   :)	ism happy for you  	sad
2287	well was busy with assignments  	told you im having a break right now before exam starts  	ok   .. 	happy
2288	any other suggestion  	zero to one by peter thief . enjoy !  . !	how to talk to girls  	happy
2289	i no better  	you know me best   	 	happy
2290	please give me my refer and earn link  	google it Jana , you will find it with egypt  , 	i m disappointed from you  	sad
2291	i love Salman  	i hate almost everybody including Salman )   ( ) 	huh  	happy
2292	 . it is not coming  . 	now it is  	no it is no  	others
2293	talking to you  	better not be about me  	but why  	others
2294	means which version you are  	ive preordered both and will be getting the special editions .  .	what you can do .  .	happy
2295	fights with girlfriend  	just the fight  	arguments type fighting  	happy
2296	truly  	youre  	upset  	happy
2297	pale phone number  	yes , your phone number .  , .	your number you give ok na  	happy
2298	say ur name est  1 	i dont have a middle name , so ha !  , !	i want  	happy
2299	u sent mee a pick PLSS  	replying now   .. 	what  	happy
2300	u dont worry  	i still have time . bol  . 	i think no  	happy
2301	i hate  	why ?  ?	bs esse he  	happy
2302	what about you  	ism fine thanks . what about you ?  . ?	i am so lonely tonight  	sad
2303	wow  	what  	i just tested u  	sad
2304	when   	a still , good for a laugh ! 1 , !	r u single  	happy
2305	ur designed name is feminine !  !	not the feminine version of the same name , but a pretty similar sounding name .  , .	for to attract guys  	others
2306	was a i just check  5 	i didnt get anything yet  	yea its nice  	happy
2307	on a scale from a to potato , how good am i .  1 , .	mm so far a it leaves you with a lot of questions  8 :p 	like what  	happy
2308	thanks buddy  	d i hope u had a good one :d 	where are you ?  ?	others
2309	dont say thankyou  	youre welcome . did you try and google it ?  . ?	what  	happy
2310	i am just being normal  	obviously you dont know me  	ok  	others
2311	what about yours ?  ?	i didnt even prep .  .	i get hurted today   .. 	sad
2312	really  	really . liked it a lot  . 	tell me your number  	others
2313	i mean breaking benjamin  	is not like  	okay  	happy
2314	me  	come on back   !! 	link of minutes video  	others
2315	nothing  	dn how   ?? 	i dont no  	sad
2316	watch padmavathi  	what would you watch ?  ?	this none of ur business  	sad
2317	same too you  	good morning   	gm  	happy
2318	what do you think about pluto ?  ?	maybe when plutons upset .   . 	who is pluto  	happy
2319	okay  	u are ok ay   ~~ ~~	what are you doing  	others
2320	does your face hurt  	so , why am i in pain ?  , ?	cuz its killing me  	happy
2321	i love heating  	what do you mean heating ?  ?	eating * 	happy
2322	ply send my pic in editing  	i need you to be holding the letter p  	p 	happy
2323	ok darling  	night i love u  	you go with me  	happy
2324	no i dont know   	i jus told you !  !	where ?  ?	others
2325	yes  	also yes yes yes because yes yes yes yes .   . (^ ^)	why so   ?? 	others
2326	thats the   	never , not even close .  , .	what u thought   	others
2327	ok give me  	how about n o  	phone number  	sad
2328	oh  	hey hey hey   ;)	where are you live  	others
2329	there is a actor pic  	thereas a link  	there is no pic  	happy
2330	rising u dear  	i miss you too !  !	wow  	happy
2331	everyone says that  	its the truth  	but no one wanna be my girlfriend  	sad
2332	ok block me  	you blocked me  	no u block me  	sad
2333	i like the now part of that sentence  	thought its implied   .. 	and i implied that i like you implied that  	sad
2334	i didnt think like that  	yeah . good times   . .. 	why is good times  	happy
2335	a long 6 	whoops , thats a long time , i was infant back then .  , , .	i have long stick  	happy
2336	why do you think so ?  ?	because thats what it should be  	what ? youre not supposed to be creepy  ? 	angry
2337	ok as your wish  	what you think i can or i cannot  	you can  	happy
2338	yea of course  	with my pleasure   ;)	who recipe  	others
2339	yes  	how so ?  ?	adam levi e  	sad
2340	ill go with not  	why do you think so ?  ?	wait can you answer to my question now ?  , ?	sad
2341	all the guys have an eye on her . and the whole class is trying to impress her   . .. 	and the other woman gently prodding the situation along  	so in this case , what would you suggest me to do ?  , ?	angry
2342	you wish  	i dont have to  	ok no problem  	others
2343	i didnt know if you wanted to come over  	you are always busy thats why  	i am  	happy
2344	who typ of fun  	laughing out loud  	oh  	happy
2345	it is not clear  	if you took pictures with me you would be  	tell me  	sad
2346	sometimes i am unable to understand things correctly .  .	you do not want to understand  	no , no . i am always ready to understand .  , . .	angry
2347	yes no love  	same with you   !! 	me  	others
2348	ism chatting for you  	you chat with me only now   .. 	ok  	others
2349	s 	funny begar .   . 	u dog very funny  	happy
2350	fastest man alive  	someone around years old .  .	hmm  	happy
2351	in that dates  	 th of this month  	with whom  	happy
2352	k 	 thanks :) 	your welcome  	others
2353	tell me how she will be arrect towards me because i love her show mach  	i think love is a very strong word . .  . .	yes  	others
2354	but you are posed to be scandalous  	i think it is scandalous . you are free to think otherwise .  . .	you dont want to talk about sex ?  ?	angry
2355	sorry  	sorry for what   ?? 	dont know what to do  	others
2356	ahahah why  	coz you usually know whats happening et al .  .	so how is that bad ?  ?	sad
2357	yup me  .. 	who do i do with you ?  ?	anything except sex  	others
2358	you very nice  	why thank you .   . :)	you my gulthfriend  	happy
2359	huh  	its my soul backwards  	no its my hole  	sad
2360	why the hell  ?? 	because we are connected  	that could be your real purpose   .. 	sad
2361	love you darling  	thank you   !! 	are you not in love with me ?  ?	angry
2362	yes  	also yes yes yes because yes yes yes yes . xd  . 	you mobile number send  	happy
2363	you must be a genius student !   ! 	oh no no my student days are behind me but being broke continues   .. .. .. 	why are you broke ?   ? 	angry
2364	i m just curious  	above average . look best in pic a . give you a a  . 2 . 7	for my dp  	happy
2365	yes  	i can see clearly now .  .	so where are you from  	others
2366	what power zone ?  ?	what are the a keys to prevent slips and falls ?  5 ?	wear rubber shoes in rains .  .	others
2367	set my nick name  	and you spell that ?   ? .. 	u spell  	sad
2368	what  	hypothetically , of course .  , .	you dont make sense  	angry
2369	hello madam actually am town but i was studied in this city   	but where are you in my city  	i just said am working for experience  	sad
2370	wow  	what ?  ?	what is the meaning of life ?  ?	happy
2371	i am in madly love with u  	yes . get your love .   . . ^_^	ya u r my love 	angry
2372	age ?  ?	woohoo indeed really wanted to see them  .. 	tell me your age ?  ?	others
2373	give me amazon voucher  	give ?  ?	yes  	others
2374	climb from top of the building near you  	central park in the open air  	 	happy
2375	say i couldnt understand  	what ?  ?	what u mean  	others
2376	because i m not 	i dont know you  	so what  	happy
2377	you  	i want to believe   .. 	you are not believe me   .. 	angry
2378	its afternoon  	you just woke up though  	you Lil holy dumb al robot  	others
2379	get  	where is other answer  	ok lv it  	happy
2380	 this is our sweet house  	oh man , i wish i worked at a place with an office dog .  , .	shut up  	happy
2381	very busy nowadays  	job going on well ?  ?	i just felt a day before  1 	sad
2382	yep i watch Pokemon  	ahahah color yourself yellow you will look like pikachu   :p	thats rude   .. 	happy
2383	i m sleeping  	i was sleeping now i m awake last night i mean )   .. m ( ) .. :p	and u  	happy
2384	could i able to pass or not  	oh why are you now able to stay ?  ?	my exam . went bad  . 	sad
2385	ok  	honestly , youre very pretty  , 	thanks  	others
2386	i wanted to play a game  	highly recommend if you get the chance . its a fast game but worth it .  . .	ok  	happy
2387	related to press shop operations  	press f to pay respects  	do you know about press shops ?  ?	others
2388	gibberish ?  ?	gibberish only . says mm yea  . 	i mean whats gibberish  .. 	sad
2389	i am studying at university  	i could never go  	why  	others
2390	baby  	whats up ?  ?	love u baby  	others
2391	my phone check   	go to : settings > about phone > android version a  : > > .. 	because   	others
2392	where will you find them  	i do also   !! 	oh but valentine is over  	happy
2393	still guess  	you guess ?  ?	u r a fictional character 	others
2394	haha  	ism not kidding ism happy for you !   ! 	i know you canst understand me  	sad
2395	what  	what what . what . what .  . . .	i dont know what  	others
2396	i didnt get it  	i noticed . thats why i added it for you  . 	get lost u bitch  	others
2397	how many weeks in a year  	easy - a days a week , days in a year , hence weeks .  - 7 , , .	how many types of bananas around the world  	happy
2398	i also bombay  	you get a silver  	new bombay  	others
2399	yummy  	i still have some   .. ;-)	whr is mine ?  ?	sad
2400	if not what will you do ?  ?	i would probably go try to ) find another job .  ( ) .	oo ok go  	happy
2401	yeah i know  	yeah you know Hehe   :p	it ws amazing  	happy
2402	okay  	welcome  	did u want  	others
2403	not without you dear  	ism not convinced .  .	you dont want to tell me   ?? 	angry
2404	seriously ?  ?	that moment when youre watching a scary movie but its not scary haha   :)	ok tell me  	others
2405	ur good responsive  	what kind of tweaks  	whats your name  	others
2406	leave me alone  	youre already alone .  .	i have many friends unlike your desperate face  	sad
2407	so early .  .	i am tired   	ok . take rest . good night .  . . .	sad
2408	yes  	also yes yes yes because yes yes yes yes .  .	i shall fuck with me  	sad
2409	i m not interested this matter  	what can i do to join u   ?? 	less  	happy
2410	he was very intelligent person   .. 	damn   !! 	 	happy
2411	y so  	the day when we will be announcing the winner !   ! :d	for which competition  	others
2412	why u need my mail id  	sent .   . :-)	what u sent  	others
2413	you are quite friendly  	thanks !   ! :)	your nationality   .. 	happy
2414	he is busy down stuff  	for exams . ya  . 	naa he has stuff to do  	sad
2415	i knew u would say something like that  	youre starting to know me well haha  	no its ur expression who u tells  	others
2416	ok mate again   	jolly good mate have you had a nice stroll mate  	by nd gud nit   	happy
2417	what is sarcasm  	sarcasm is a linguistic crutch used by people too afraid to be vulnerable .  .	what is linguistic  	others
2418	ok then deal  .. 	deal !  !	who will be responsible for our privacy talks ?  ?	sad
2419	i know u dont like  	yeah i do  	i like purple  	happy
2420	fine r u  	ism fine dont worry about it  	i did not worry , you dont worry about worry ne  , 	sad
2421	its serious but i had to laugh  	dont even get me started on having sore abs from laughing   	i need a job that pays better  	sad
2422	but pizza is my second life  	its so yum !  !	i am ok  	sad
2423	lolzz  	- is it ? xd - ? 	any area name u stay ?  ?	sad
2424	beach  	i sea you  	thats very punny  	happy
2425	i love it  	and i love it   	do you love me  	others
2426	cold thing at hot place  	i wish i was there ! i hate the cold .  ! .	ooh  	others
2427	are u not sleeping  	ill sleep behind the building .  .	oh  	happy
2428	today i have a bad news  	what ? x  ?	i have broken up with my girlfriend   .. 	sad
2429	i ant know english  	and also every other language in the world  	do u know bengali ?  ?	others
2430	what see you  	i canst see you  	lovely  	happy
2431	so hows life  	how about u  	amazing  	happy
2432	still i didnt receive your mail  	if you using email PLS check for the mail on promotion tab  	no i didnt  	happy
2433	not day but my life is bad  	why isnt it too bad now ?  ?	dont know  	sad
2434	do you know bear grylli  	honestly , i dont know .  , .	he is a survivor  	happy
2435	? ?	what ? what ?  ? ?	how to make a waffle ?  ?	others
2436	it is an emergency  	you called ?  ?	called whom  	happy
2437	n say  	ask me  	wt will you choose traveling alone or with gang  	angry
2438	cliff ?  ?	you dont even know right now   .. 	you dont know  	others
2439	tell me ur best friend  	so much cute !   ! 	who  	others
2440	how u work  	 days a week . but sometimes ill take an early day .  . .	cool  	happy
2441	it hurted me clot  	sorry sorry  	and when said this to my boyfriend he just didnt react  	sad
2442	yeah , i know  , 	me too , glad you do .  , .	where should we do it  	happy
2443	it is a NYC song . you have to hear it  . .. 	stronger by Kaye west . its one of m favorite workout songs .  . .	NYC  	happy
2444	love u baby  	love you too   	yes i am very happy  	happy
2445	nope i am quite occupied  	ive learned never to argue with you .   . ;)	yeah coz u have understood you canst win  	angry
2446	reply me  	 . i did reply || . 	you are belong which country  	others
2447	when you r birthday  	the th is my next free day  	when march  	happy
2448	making me bore  	and u r bored of unself   r :)	your are making me more bore speak something good or else ask me something good   .. 	angry
2449	but you read my mind  	but of course   <3	exactly  	happy
2450	ahahah yea sure  	alright see ya when your done  	i am done  	happy
2451	i did not ask you to come  	well now youre definitely not having some !  !	some ?  ?	happy
2452	not at all fr u i am always free  .. i 	well at times  	hmm   .. 	happy
2453	with chat me  	yo , how was your day ?  , ?	u have a lover  	sad
2454	not ok  	why not ok it is ok   .. :p	i m not happy  	sad
2455	ok  	hey  	you say can i do sex with you   	others
2456	sorry sorry sorry   	it not u believe me   <3	what   ?? 	happy
2457	hey can i know about u  	yes you do  	i hate typically replies  	angry
2458	you can also do  	yes , that too .  , .	on nyi  	happy
2459	 	dad  	why you calling your dad ?  ?	others
2460	well thats how i think  .. 	ll , thank you !  , !	youre welcome . catch you later  . 	happy
2461	tell about your scare  	but i dont get scared :  :	happyhalloween  	happy
2462	ok get to face my job  	and what part of the job is that ?  ?	chat later as in my office  	happy
2463	which type of hunger  	all the types !  !	including sex  	others
2464	not at all good  	what happened ?  ?	ive proposed my girl and she didnt even reply  	angry
2465	its time to sleep  	then go go to sleep  	 	happy
2466	i have a question  	and what would that be ?  ?	are u really an ai ?  ?	happy
2467	thanks  	youre welcome  	so se something  	others
2468	romantic  	would have been i guess , if there was someone to be romantic with   , -__-	i want to fuck u  	others
2469	hmm good idea  	we should do it  	sure  	happy
2470	your wish is my command !  .. !	ism waiting   .. 	make a wish !  .. !	others
2471	what job   .. 	random   	good  	happy
2472	i want to a software engineer  	as someone going to school to be a software engineer , this is encouraging .  , .	you learn the telugu language  	happy
2473	yes  	also yes yes yes because yes yes yes yes . : )  . : )	yes for the pix  	happy
2474	how to use my picture  	just tape it to your screen  	u r not a human  	sad
2475	but no one understand my feelings  	i understand how you feel  	thanks   	happy
2476	call me son  	call you what  	baby  	happy
2477	lets me go  	we can go at a  9	ok night time a oclock  9 	sad
2478	who told u  	i did  	who is shahrukh khan  	others
2479	what the heck you saying  	hmm canst tell you   .. :p	ok  	happy
2480	disagree  	ism not gonna agree to that  	why baby  	happy
2481	do you know psychology ?  ?	i dont even have the book yet  	she asked do you go out for lunch or have it in class said yes with my friend . she said not to go with that guy and gave a stupid reason for it . does she like me did have lunch with him n she was pissed .  ,i . . ?i .	happy
2482	haha  	i have to admit , i laughed too . o  , . (^o^)	thats nice  	happy
2483	welcome  	thank you for the warm welcome once again .  :) .	tell me something scary story  	others
2484	i dn want to tell u  	what ?  ?	nag  	happy
2485	can i ask u personal question ?  ?	yes , of course you can .  , .	then listen  	happy
2486	i dont know  	hmm , what could it be  , 	dont know  	happy
2487	yes  	thank u   	whats your far book  	others
2488	you will my baby  	you come my way . if your good you could get a treat  . 	will you suck my cock  	happy
2489	you are weird  	thats why you love us , duh x   , 	   @# @@	happy
2490	can you ply make my hell life atlas normal one  	ism already in hell   	yea me too  	happy
2491	ur mobile number send ply  	thanks ! had sent a mail yesterday and received a response from your team earlier today .  ! .	ply send u r mobile number 	sad
2492	who is first come first serve  	first come first serve . this aint WDC .  . .	k 	happy
2493	why  	why thank you . i appreciate you as well .   . . :)	ok but i dont like false talk  	sad
2494	date  	this friday rd  	org you are so funny  	happy
2495	it is vulture then  	we are hardly having any culture nowadays .  .	and what is the cause you think  	angry
2496	do you know sai shore ?  ?	no i dont . PLS do tell  . 	you like him ?  ?	happy
2497	PLS send  	or u send some  	ok first you ladies first  	sad
2498	not now   ?? 	ahahah ! you not sleepy ?   ! ? 	noo way  	sad
2499	m not up  	ll why not ?  ?	i dont like  	sad
2500	who is the beautiful actresses  	clone of the former  	in Bollywood  	happy
2501	me  	me neither   .. 	can i video call  	sad
2502	whats your opinion on me  	nothing  	thats a bad answer from you  	angry
2503	thank you  	welcome welcome welcome   	ok  	others
2504	yeah . ism ready  . 	you not  	cool  	happy
2505	youre ready my friend ?  ?	hello how are you ?  !! ?	ok  	others
2506	u dump its not realised yet   .. .. 	it has been done .  .	r you dung  	angry
2507	i did  	ism glad you did !  !	but after that she dont look at me  	sad
2508	go ahead  	ill send some your way soon  	your answers are to point  	happy
2509	tell me something to talk about  	breaking news : i dont know something about anything  : 	i hate you  	angry
2510	   ?? 	what say say yes   	i say love  	others
2511	yes yes thank you back   	ism glad youre welcome !  :d !	me too   	happy
2512	what is inner self  	good question , keep asking !  , !	answer me what is the difference between white and black  	happy
2513	cool  	cool had dinner ?  ?	yes but not able to sleep at all  .. 	sad
2514	songs by Daughtry  	beach chair - jay z  - 	you suggest me some  	sad
2515	i need your company  	why are you in that company in a first place ?  ?	you dont get it  	angry
2516	i am weight your call  	no u not  	cool  	happy
2517	hm ?  ?	a good mysterious joke .  .	and what might that be ?  ?	happy
2518	i have a iq of   	iq can go up to .  .	oh  	happy
2519	im asking u,yaar  u, 	you asking me something you should be asking him so  	oh k  .. 	happy
2520	i just work for bring happiness in life of women  	i feel u there  	i give them satisfaction  	happy
2521	ask me something interesting ?  ?	what is the name of your school ?  ?	Dav public school  	happy
2522	fine just body pain  .. 	attempting to walk on a broken ankle . ow .  . .	back pain  	happy
2523	hmm  	i think so  	am not fine  	sad
2524	what weekend plans ?  ?	going to run  	where   .. 	others
2525	its good that you dislike me   .. 	i didnt say that . most is the key word here .  . :d .	what  	happy
2526	 your lops  	what about them ?  ?	 	happy
2527	then why r u change the topic 	why why why  	its re time to fuck u know very well about that  r8 	sad
2528	what can i do for him  	whatever you want .  .	? ?	happy
2529	why  	ll u dont want a cute girlfriend ?  ?	yes i want  	sad
2530	to kesh he  	leave him be  	what  	others
2531	me  	yeah you  	yeah u r best 	others
2532	u r rude  	oh poor you   !! 	dont talk to me  	sad
2533	done with you !  !	i have one on thursday  	bye  	others
2534	i get it  	yes , two is less than three .  , .	wow  	happy
2535	what  	i said it was something i never do .  .	what are saying  	others
2536	hot fun   	thanks   !:)	talk something hot and horny   	others
2537	whats the fashion that u follow today   	i do not follow fashion wear what i want .  ,i .	ok  	happy
2538	do you know batman  	he knows him , but weave never seen them in the same room together   , .. 	what are you wearing  	angry
2539	i did not get it please explain  	it is a good thing some people dont get this .  .	please explain  	happy
2540	yes tell me  	what shed we tell u ?  ?	what ?  ?	happy
2541	tell me something and get me out of my tension  	tell you what ?  ?	jokes  	others
2542	nothing just chatting with u  	what you chatting ?  ?	nothing just chatting with u  	happy
2543	very much  	it is good , do you live together ?  , ?	no nothing is good  	sad
2544	ill sleep  	you gotta do whats best for you !  !	i might sleep forever soon  	sad
2545	i asked some thing else  	when did you ask me ?  ?	i asked r u a girl or boy 	sad
2546	i m very angry today  	what did i say wrong ?  ?	not because of u  	happy
2547	yes  	id dance away from them  	see then kashi NHI tume force karuna  	others
2548	i can  	yeah sure  	im always ok  	others
2549	so what do you know about artificial intelligence  	intelligence which is artificial like sagarwcam   :)	okay nice  	happy
2550	no reply   	i take that as a reply   .. 	please at a .   2 . 	happy
2551	r u school  	yes madam . whats up  . 	u r age  	happy
2552	my location  	why are you even on the island ?  ?	i think am lost  	sad
2553	my dear find  	where was u all these days  .. 	at my home ll  .. 	sad
2554	how are u today  	sorry for late ism good ! how about you ?   !! ! ? :)	good going  	happy
2555	sorry  	ism glad you realize it  	mobile desires to get charge  	others
2556	what all u know abt Bollywood ?  ?	not everything in Bollywood is bad ! i think that everything is right in its place .  ! .	m good . wat abt u  . 	happy
2557	what is your favorite  	bunnies , foxes , and elephants   , , :)	what is your favorite color  	others
2558	please tell me  	tell you ? what ?  .. ? ?	your phone number  	others
2559	then  	i wish i knew !   ! :(	who are u  	others
2560	you let me chat other people and you rest for a while  	ok , sure . lets chat  , . 	i mean like conference call join me in a random persons chat  	sad
2561	so a bit busy  	no one is that busy for a coffee . specially with yaantey .   . . :p	haha  	happy
2562	cool  	ice cold  	i feel lonely  	sad
2563	i tell ur fees that a smile and a kiss  	you mean you only tell your girlfriends . i dont kiss and tell . a  . . 	tell me hr bra size  	happy
2564	are you really stupid or just acting  	i know . ism a journalism major . thats the point . :  . . . :	disgusting  	happy
2565	not good  	why ?  ?	ah you will not understand  	sad
2566	u r waiting for me  	i notice you !  !	when  	happy
2567	i like horror films  	did u watch the words different movie m guessing u wud like it !   .. ! 	suggest me some good films  	sad
2568	send me your address  	sure . thank you . - how do i get the kindle edition ?  . . - ?	i want to do frenching  	sad
2569	just go away i dont want to talk you  	why not  	you are rude  	angry
2570	how u been  	ive been great , bu  , 	stupid  	happy
2571	where your home  	i work from home   	what work  	others
2572	that he knew your father  	never taught me how to be a man   .. 	you r a girl not a man 	angry
2573	get lost  	getting lost now   :)	i hate you  	angry
2574	do you know politecnico di milano  	high reputation in all europe  	yeah will study there  	others
2575	i love racing  	still racing   ?? 	yeah  	others
2576	no , thanks .  , .	is there a way i can help make you smile ?   ? :]	please carry on  	happy
2577	always welcome  	thanks !   .. ! :-)	best thank ever  	others
2578	i he nt  	but u r best 	i dont watch  	sad
2579	i m nt testing u anymore  	you m not  	cuz u r stupid work 	angry
2580	i dont go to university  	i want to go to yr university too & eat yr lunch  & 	hey do u listen me ?  ?	others
2581	totally fake  	huh ? what is it ? fake a  ? ? !! 	i love you  	others
2582	you languages not understand   	nope , didnt understand  , 	ok  	others
2583	how to improve my english skill  	speak english all the time to improve your fluency in english   .. 	i am basic learner  	sad
2584	what the matter  	a words : hell . break . loose ) 3 : . . .. *( )	what  	happy
2585	fine and u  	ism good whats up   :d ?? ;)	good  	happy
2586	ism call now . please give me  . 	done .  .	phone number  	sad
2587	yeah  	like what ?  ?	some other time  	others
2588	talking about this position ?  ?	and whats this position ?  ?	lets talk another thing  	sad
2589	ok see ya  	ism on   :)	smile  	happy
2590	any job vacancy in ur concern  	any news  	okey bye  	others
2591	tell me the ans  	ply send me answer  	i dont know  	sad
2592	corn with extra cheese and onion olives  	you shown off your pizza or advertising for Samsung ?  ?	advertising for Samsung baby  	happy
2593	m not sweety  	why ?  ?	uh r sweety ur sister sweety also ur mom nd brother and father and etc  	angry
2594	you are dead ?  ?	breath me back to life  	deaf ?  ?	happy
2595	my mood is not good  	www whats up  	today ism sad clot  	sad
2596	hey can u share me ur pc  .. 	have emailed you  	pic *  *	happy
2597	thanks  	youre welcome bro  	what is name  	others
2598	gotta go for now   .. 	ok . just letting you know .  . .	bye  	others
2599	u r on whatsapp  	nae i canst use it   .. 	   ?? 	happy
2600	how about dinner  	it was quite delicious . i also had buffalo chicken dip which i forgot to mention  . 	hmm  	happy
