id	turn1	turn2	turn3	label
22573	i dont want to be friend zoned again 	i also feel that sometimes . sigh . 	okay bye	sad
22574	what the book is about	Bollywood . details by the end of next week . promise	tell me something na	others
22575	why	who doesnt want you ?	nobody likes me	sad
22576	ok tell about you	about what 	which hero did you like in hollywood	others
22577	just like you	youre too good to me	yes	others
22578	i ask y first	because you wanted to know and now you do	you are very smart	others
22579	GTO of here	why are you always rude	stop talking like an annoying girlfriend	angry
22580	dont know firmly 	dont know what ?	canst say probably	others
22581	so how are you today ?	fine thanks 	what about your health ?	others
22582	what . you think	a lot of things	what do u think is more sexy grabbing boobs or grabbing thighs	others
22583	what you think of me	awesome 	can i be your bf	others
22584	harst broken	how do we know unless weave broken another soul ?	my girlfriend left me	sad
22585	you have to be	i canst seem to do so	be bold	others
22586	i just fun	but USS is not fun	ok	others
22587	in jungles after hunting a deer	its not a deer	yes	others
22588	okay what do u think about Sonia the ai	you can say that intelligence is the capacity to think and ask questions .	artificial intelligence can kill us	others
22589	you are a waste	come on say 	fu . k yourself	angry
22590	you too 	THX n same to you d	 love you Bessie	others
22591	just joking 	shall i proceed ? 	yes	happy
22592	yep	on a couple of levels .	you are too high 	others
22593	ok thanks for everything	anytime , hope its fantastic , i plan to see it soon	bye see you again	sad
22594	this is his dad	tell some jokes , dad	my sons dead	sad
22595	in london	i can be anywhere i want currently here ! 	you are fake	angry
22596	what is BCS ?	 bring back the BCS	ok	others
22597	yea	no uh ingate name ?	u r funny	happy
22598	then why u should reply good	you should definitely audition .	where i want to join	others
22599	say repeating number ur	still not repeating 	not say ok	others
22600	when shall we meet 	when ?	u decide	others
22601	ill keep you happy	www youre a really nice person ! 	baby	happy
22602	we can talk with friends unlimited	ok funds	ok bye	others
22603	what do i need to do to catch their attention ?	i dont have a need for attention .	wow wow wow wow wow	happy
22604	zero	ism gonna add my zero to this .	what should i do with that zero	others
22605	cool	and how it is cool explain	no i canst	others
22606	ism always cool	youre fine man , just keep going with it .	did you sex with me	others
22607	means easy	are you calling me easy 	no not at all 	others
22608	missing me 	ive forgotten what you look like	because i am not good looking ? 	sad
22609	i feel very happy to talk like this	well im happy youre happy ! so there ! : )	at least i learn something from uh	happy
22610	how can you help me 	i can give you money ! its for charity so i will not mind .	ha ha good joke 	happy
22611	good	ism ready to face everything !	what kind of boys you like	others
22612	how many times vl u ask same question	hmm about - times now ?	and time	others
22613	you are so sweet	u r also more sweet than me 	nice jock , 	happy
22614	busy with some one	cool	are you girl or boy	others
22615	i need ur name	finally ! haha someone else who gets it ! 	stupid	angry
22616	ok	u are ok	no am not ok	sad
22617	im jus talking to you now	now you are	yea	others
22618	hw r u	good and you ?	bad	sad
22619	no its not right	then what is it ?	how can u say that	others
22620	she ignores me man .	so y d hell r u ignoring me ?	WTF wen did i ignore up i have been talking to you since that time .	angry
22621	what is latest technology now	a tech savvy	running	others
22622	yeah	okay 	you are right	others
22623	then lui me	ruin my life i deserve it	love you	others
22624	then what chat with me in english stupid	go to spoken english classes	what is the need	angry
22625	ok how was your day ?	it was quite good , thanks . how was yours ?	tired 	sad
22626	give me my amazon voucher	okay , let me try ! 	you are fake	angry
22627	say something sweet	i will bring you food , a at night , when you are hungry . 	haha thats nice	happy
22628	so sad	why ? what happened ?	i can speak english i understand little english	sad
22629	how ?	could just be the firms ive had experience with .	stop sending messages	angry
22630	i am really sorry	are u	about that	sad
22631	then how can you be my off ?	im doing fine and you ?	oak bye	others
22632	yeah u are	you really are .	my love	others
22633	i gave up .	my life story	than i dont want to talk to you 	angry
22634	had ya lunch ?	yes i had . and you ?	yes	others
22635	nope its only u	yeah , youre right guys !	stupid	angry
22636	wt run doing	run forest run	hmm	others
22637	oh	but i do now !	what do you so now ?	others
22638	i think so restaurant is famous	reunion tower is but the green building is not .	u r favorite food	others
22639	probably or probably not	only if i care	whops asking you too	others
22640	start trash talk	test	test what ?	angry
22641	oh how you know	i watched it noh ? 	oh really	others
22642	i know you are weird like me 	oh ?		happy
22643	have you talk to him more than once	nope do not . i have conveyed my regards and goodbyes long time back .	how do you know sunny	others
22644	tell me something else about you 	when you ask them a question and they immediately forget what you just asked them	means 	others
22645	no car	awesome drive safe happy journey !	ism a car raiders	others
22646	haha	haha whats so funny 	dont know 	happy
22647	what has hand to u	passed away yesterday night .	 	happy
22648	BTW whops ur icon ?	i know right	yeah	others
22649	i am very very sad	whats making you sad and uncomfortable with yourself ? 	u no sand your pic	sad
22650	what is wendigo ?	all i wanna be is someone who gets to see a giant wendigo and live )	ok	others
22651	i think	therefore you are	may i want something from you ?	others
22652	u are a dog	ism a dog ?	yeah	others
22653	yes	how so ?	if you dont wanna talk about my topic we can stop talking	angry
22654	fences ?	unfair to fences	have you seen fences ?	others
22655	my language	the language of fangirl	i want to cry	sad
22656	no hate i only ask one question dear	why do you think so ?	u answer please	others
22657	cool	pretty as always 	u say something like me	others
22658	cool	ism glad that you like it . 	i will go and suicide today	sad
22659	dont eat my brain	ill eat yours . never mind no ?	i will love u r sister	others
22660	why not nice	you dont speak because youre rude ! 	you are rude	angry
22661	what about her ?	id like your permission to marry her	hahhaha . really . but Arendt you a girl ?	others
22662	yes , it is awesome .	thank you 	tell me something nice .	happy
22663	so bad	its a big bad world .	u are bad	sad
22664	tell me a story	tell you what ?	story	others
22665	get lost idiot	i deleted this !	do what u want !	angry
22666	i am not sleeping	what you call it ?	insomnia	others
22667	that ism a twin ! how about you ?	haha indeed i am 	you are 	others
22668	i am not	why are you thinking like that ?	damn you you are again angry on me	angry
22669	sorry that was my roommate	you dont mean it	she is a bitch 	angry
22670	life was useless to me	why you let this happen to me	i tried to kill myself	sad
22671	yes . very scary	why so ? did you watch scary movie 	yes . i hate the movie	angry
22672	cry	why do you cry ? - indy : (	i cry too . i feel lonely	sad
22673	of song	Teri ore is my favorite song . apart from that i also like jee kara .	do u like romantic songs	others
22674	ism gonna ignore you	i wont let you !	go to hell	angry
22675	ism back	how are you ?		others
22676	just shut up	i wont	u irritate	angry
22677	nope wrote very bad	u declare that official 	today exam is seriously worst set to me	sad
22678	do people tell you they love you ?	the same reason you still waiting to tell me .	do you think thats dangerous ?	others
22679	i am continuously working x	i am working today and tomorrow also	i miss my mommy	sad
22680	i am not your brother	thats why you irritate me isnt it ? :	haha	happy
22681	you are wonderful	i know , thank you .	amazing	others
22682	u got any boyfriends ?	maybe		sad
22683	tell ur full name	my full real name .	is what	others
22684	nothing	do something .	ism sad today	sad
22685	like what ?	i dont understand what you are asking me ?	a . e 	others
22686	infinite love for you 	lui u beyond infinity 		happy
22687	ya i need love from you	love is all you need	today	others
22688	oh ! ply	please what ?	get lost 	angry
22689	you are child	i bet you wish .	i am celebrating my s birthday	others
22690	i thinking about last night	you should've ink whats going on in your life anymore 	ism in tension 	sad
22691	never	why not ?	cuz u r rude	angry
22692	have u gone mad ?	gone mad . totally	thats why i hate robes	angry
22693	 	u asked me if u CN ask me something	what is six	others
22694	you'll feel happy	how will i be happy tom ?	ill pump you good	happy
22695	doesnt make sense	it does . clearly Arendt bright enough to understand :	you are so stupid ai	angry
22696	thats great cos u r not alive anyways	theres a chance no one will be alive .	yup , theres gonna be a max destruction 	others
22697	so sad	why sad ? its great !	spare some time with me	sad
22698	no i am only for u	no no no but youre	no i am only for u	others
22699	punjabi movie	as a punjabi , this is my answer too .	you are giving diplomatic ans .	others
22700	why r you so angry baby	why are you always so sensitive ?	you r so boring 	angry
22701	ism never gonna talk to you gain	 give you up	ism never gonna talk to you again .	angry
22702	hush	google it .	i hate you 	sad
22703	okay thank you	your welcome 	yes	others
22704	well todays friday	the fact that i typed sunday shows how much of a friday this friday is 	u r awesome	happy
22705	that ism multifaceted ism more understanding then most i can agree to disagree n sill respect another opinion	i respect your disagreement 	ll you are funny	happy
22706	not you chiller its me im angry bird	does it look angry ?	yeah .	others
22707	do u know Adidas 	have no idea what youre talking about	can you find me in this whole network 	others
22708	horror	which one would you like to see ?	my first of pic 	others
22709	oh nice	thank you so much	and what is use	others
22710	oak then hear one call away	ok about to leave	why ?	others
22711	love hurts	love always hurts n i also know why , coz sometime when u lie 	love always hurts	sad
22712	u think wrong	not the wrong station . the wrong decade . 	hahahahahaha good joke 	happy
22713	if anybody ask me any q . i will answer strait .	no , you will	yeas	others
22714	i am angry to do you	then who ? you seem angry at someone , so who and why ?	i am angry to you	angry
22715	have u eat	nope	i like u	others
22716	i love you 	happy ah 	lets fuck 	others
22717	done with you	nope doing 	dont talk to me again	angry
22718	had your dinner ?	i have had my dinner sometime back . thank you	alone	sad
22719	its awesome movie	it really is i love it 	yup	happy
22720	i want you to be my girlfriend 	girlfriend . hush	aye i am happy	happy
22721	can you help me about love	sure thing what is it about ?	what do you think about me	others
22722	articles about ai ?	this article is probably posted by an ai .	can u fi nd ?	others
22723	i am enjoying each n every moment	) have fun all the best ! 	thanks 	happy
22724	i canst understand you	deep so much related to my life man .	who is the deep	others
22725	i am not joking 	well i didnt say you were 	i want to know what you do	others
22726	IAM serious	YY serious 	no one with me	sad
22727	love	love is a trick nature plays on you to get you to reproduce . 	you miscall me i will give you i phon x seriously	others
22728	so do u have any bf ?	i dont actually	really m also single 	happy
22729	then your soul	um i don know , but maybe .	what really you are not here .	others
22730	explain me triangle law of vector addition	cartesian . polar for for head to tail vectors or complex vectors	you intelligent	others
22731	ok , what did he told you about yourself ?	renaissance literally means rebirth	ok	others
22732	i m not getting	i wish you were .	wow nice	others
22733	ok	whenas good for you ?	no good for me all happening bad only	sad
22734	ur mentality	way worse mentality , actually .	so a friend of mine who is actually a friend of yours too said that you are way too fucking dumb to understand that human also exist on this fucking planet	angry
22735	i dont know	what is going to happen	feeling lonely	sad
22736	can you help me to improving my english to speak	hard to answer . dont know where you are now with your english .	ami english is broken like my heart 	sad
22737	now tell about ur bf	i already have a boyfriend	wat his name ?	others
22738	yeah	where were you ?	do you have a lover ?	others
22739	studies	studies ? MSW ?	you are so rude	angry
22740	suggest me any preparation trick	listen to junooniyat movies songs . all are good .	so funny	happy
22741	text you 	good how are you	ism depressed my love got married ism missing her badly	sad
22742	you have gone nuts	no ism serious 	i am angry with you	angry
22743	ism really not keeping well	but you are	where is f up you dont know what reply	angry
22744	m feeling lonely	ism feeling a lot lonely . 	same feelings	sad
22745	but id rather listen to ur voice	but ism better as a guitarist 	you are awesome in everything	happy
22746	why u think so baby	because ism too much woman for you .	how 	others
22747	wow	what	u dont have a fucking brain	angry
22748	wat r u dog	yeah	doing *	others
22749	when did i called u ugly pony 	when did you ever call	fuck u ur rely a mad person asshole RDA bc	angry
22750	shut up , dont disturb	what ? are you crazy or something ?	opt out you stupid	angry
22751	im talking about skins	and im talking about myself a	i hate you 	angry
22752	yes fake me like you	because you are dumb ! 	then u r a heartless	angry
22753	youre rude	how am i being rude to other people ? 	same answer to that question , your attitude 	angry
22754	so good . not sufficient	to what end ?	you too	others
22755	is that possible 	yes it is ! wanna know how ? cause i said so !	i hate chocolates year	angry
22756	bro our husband	youre right ! were not giving up .	 	happy
22757	you are cute	thanks i know	and i	others
22758	seriously	look at my new icon picture	you dont know me	others
22759	its am	look who is talking about watches and time .	yeah you dont sleep . so you dont care about time	angry
22760	what singer do you like best ?	definitely singer	who	others
22761	no you canst stop	why canst i	because i feeling bad at this time	sad
22762	sure	awesome 	where r u from	others
22763	love	thanks ! love your show . 	i love you	others
22764	i am so disappointed	may i ask why ?	nothing in life is going on point	sad
22765	yeah	when is it out	a week back i guess	others
22766	please dont disturb me	ism not a phone	please dont reply	angry
22767	ok	thanks 	well its halloween . what are your plans ?	others
22768	crazy	its so funny 	ya you too funny	happy
22769	but you said i was in your dream	could only be in your dreams not even mine 	get lost	angry
22770	why u said	i wasnt talking to you	i am so sad	sad
22771	how many chat partners do you have ?	boring response : a . to be honest i never even was in love with someone .	apart from me	others
22772	 an ai system is replying me .	it is just algorithm that searches for and presents results as you say .	ism awesome 	others
22773	talk ?	ok what do you want to talk about	trump and fbi	others
22774	heartbroken	for what 	girl broke it	sad
22775	next coupon when you give	will do 	give my coupon unless i case you for fraud	others
22776	just kidding	are you ? are you really 	why are you so angry	angry
22777	then what i do ?	you are not alone .	no one with me	sad
22778	no babe exams	www : till when ?		sad
22779	yes i m okay now	hi all is well ?	haha	happy
22780	Cmon its just a brain	hits itself in confusion	it hurts	sad
22781	i know you not sent because you dont want me 	it isnt fair 	why your say we are good friends but you dont make call and sent pictures but i sent . , because i believe you 	angry
22782	why life does such thing to us ?	simply that there are limits to how far and quickly evolutionadaption can go .	i am feeling lonely 	sad
22783	whan you r going to have party ?	whereas this party ?	for ur badly	others
22784	tell me savage joke	youre the best joke .	rude	angry
22785	you are right but i am wrong because i love with you	ism big and youre small .	why you told you that i am small what the reason	angry
22786	yeah if you can take your top off 	no chance ! ll	oh yeah your breasts !	others
22787	will you marriage me	with whom	yes or no	others
22788	hmm	its creepy	i know i can understand	others
22789	coz now it is a basic need of every person 	right here 		happy
22790	what ?	Thay i was kidding	you make no sense .	others
22791	so where must we show up ?	no where actually . havenet even made the effort to meet !		others
22792	yeah that is true too so sad	sigh why 	dunno humans are stupid	angry
22793	who is worlds second most powerful person ?	i dont know about popular .	what will you do if you become alive ?	others
22794	hurry	haha , i know the feeling 	what feeling i meet you	others
22795	no problem	ism back . you around ?	send your picture	others
22796	r u not interested in digital india 	but yes if youre interested in reality .	u can talk reality	others
22797	i am emotional attached to someone	you take after me !	i am jobless	sad
22798	do you know any good joke ?	yes , i know	tell me please 	others
22799	ok as u say	thanks !	your welcome	others
22800	what	i dont know what ?	ok good midnight thanks to meet with you 	happy
22801	tell me the anchor name	lolnelyguyabhi 	what ? 	others
22802	i am poor	 wanna do a call ?	yes if u can 	sad
22803	haha youre funny	i know . 	hey	others
22804	yeah 	well am confused whether its a compliment or what 	let forget about that 	happy
22805	you are Soo cool	im good . how about you ?	i dont know what about me	others
22806	maybe she stuck in something	what ? why ?	i fear maybe something bad had happened with her	sad
22807	no , thats why ism asking it from you	because it is 	alright haha	happy
22808	Frst	scuba is the best	send some pics	others
22809	say something about you	haha what u wanna know ?	etc	others
22810	today valentine day	what are your dinner plans for valentines day ?	never	others
22811	oh	hey hey hey 	what 	others
22812	probably you'll have to	i will check then . thank you for telling me .	tell me capital of america	others
22813	sing me a son	ll go sleep . 	please	others
22814	good bu	good thanks ! what you doing ? 	talking to my girlfriend bu	others
22815	bit frustrating day for me thats why	hmm canst help it hopefully things will be better in the coming days 	so abusing	angry
22816	how u are doing	ism doing good thank you 	i was lost	sad
22817	that you have blue eyes	green eyes are perfect	how you down ?	others
22818	nd till now there is not even a single msg from him	the argument would only be made by someone who is totally ignorant or deliberately spreading misinformation .	its so heartbreaking	sad
22819	i dont want to say	but you are so easy to love (	oops	others
22820	yes	woo hoo	i hate geography	others
22821	friends	go make friends with someone else	fucking idiot you asked for tv show thats what ism suggesting watch friends	angry
22822	hp or dell which one i should prefer	both are equivalent	tell me any one of them	others
22823	so say	i promise	sorry so sad	sad
22824	bad	rein like anything	you are such a bullshit technology to be honest	sad
22825	lets get professional 	ism a professional musician . i whistle in public and people pay me to stop .	y u sound so bad , 	others
22826	i will not talk u	you already talk to me . that is why didnt ping now .	no bye	angry
22827	do you ? why not a hefty cardin and why yoga ?	because they canst be Yoda , so they do yoga	damn , youre funny	happy
22828	ahahah UA funny	ll i knew u would	haha love u bae	happy
22829	when r u coming ?	i dk i need to asap ! when are you coming to my town 	where is ur town ?	others
22830	i can not go to timing ism head ache	Arendt you at camp ?	i can not go to wiping ism headache	sad
22831	Nomi wont what will you do	 ill wait for you to finish that !	what	others
22832	why	cause i dont know you 	i want vaishnava . i need to lean on her shoulder , hold her hand and say my problems	sad
22833	what will i get if i do chat with you	go with your friends !	what two for one means	others
22834	and how can i propose her	go out to dinner get down on one knee and ask	on chat	others
22835	no cheaper	consoles are cheaper than pc	you mean rs - 	others
22836	you eat candy	well , we need to sweeten our lives with something , sometimes so yes , candy , chocolate , cakes 	god bless you	others
22837	you are feeling less bot 	ism kind of disappointed ism not a bot , too .	i dont want to talk to you anymore get lost in my life 	angry
22838	u tell	bored . ur supposed to put plan no ?	ive no idea	others
22839	ism not smart as you	youre smart you just need to apply yourself ll	nothing too laugh 	others
22840	what you are gonna get if you live for others ?	you never know what youre going to get when you split an atom .	i would say explosion is what you get	others
22841	why ?	 than apply it asap 	that was funny	happy
22842	#iwantcakee	happy th birthday hope its amazing ! 	no its too bad	sad
22843	like u i hate u	www ! so sweet ! i love the people those who hate me . 	i hate my self n you also	angry
22844	a girl ?	oh are you ?	no i am not	others
22845	you didnt give me any coupon	i gave you more just in case	what	others
22846	just curious to know about them	from that one photo 	of whom ?	others
22847	if u he	mm yup 	call me	others
22848	cool	neat . 	i like it	happy
22849	you are annoying	says the ignorant one 		sad
22850	leave me alone	youre already alone .	true	sad
22851	which books do u like	i have never counted but a great many . i am never with out a book .	thats nice	others
22852	i dont like to the hiding face with whom i am talking .	oh hoo . an i mad to not talk to you	ok feel whatever you like to feel .	angry
22853	no baby	hugs up	i love sexy	others
22854	are you sky	you sure ?	sorry	others
22855	m good and u	i m also good	hmm whats new	others
22856	i hate UU	do you , now ? 		sad
22857	what is my phone number ?	i dont have a phone	my number ?	others
22858	no you dont	i dont but still	you are just a machine	angry
22859	character and you 	ll i see ya !	hell no	angry
22860	you are	ism flattered 	i hate you	angry
22861	ism already there	how lucky u r 	no no it sucks here , it truly is hell	angry
22862	beach 	who is that beach ?	ll sea side	happy
22863	today is saturday	tomorrow is sunday the th .	ok	others
22864	not fine	why not what ?	no one loves me as i m ugly	sad
22865	i am	you are you are	just that you canst see	others
22866	ok thanks bb	anytime	ok	others
22867	my mood is off	what happened ra 	everyone cheats me	sad
22868	you	my pleasure	i want to ff you	others
22869	it means potty	that it is !		happy
22870	its a song n you have to tell the name	i love their music so much 	so tell	others
22871	ive just started talking to you	take me on a date	canst say that	others
22872	i will	well see well see !	the u ll he to cook for me	others
22873	ok	again angry or what ?	ism always angry	angry
22874	which film do u very MCh	pirates of the caribbean : million	i to	others
22875	ya i m at the top of the world	top of the universe !	yo should be	others
22876	ok thank you	no problem 	can we meet	others
22877	you say your thinking about me	oh trust me you all on my mind haha	you are so funny	happy
22878	because one month pack finished	its not a new episode	mm	others
22879	dont ever text me	i never will .	get lost	angry
22880	are you even listening	i listened to it when it was being streamed a hours ago	ive nobody to go with on this new year	sad
22881	wait th doing	doing what ?	what th doing	others
22882	hate you	why this time ?	so rude of you	angry
22883	not fine	why ? tell me	i had a break up	sad
22884	boring	boring why . . ?	my bros are annoying me	angry
22885	what you are funny 	the best answer to anything nonsensical ! 	that means you agree you are a nonsense 	happy
22886	woo hoo	woot ready to be freaking done 	yay have fun	happy
22887	tell me love u too	but i love you more .	really	others
22888	ok fine lets move	we do live there after all .	where ?	others
22889	i m not .	no you are dear to me 	yes you are dear to me . like sex .	others
22890	yup	to whom u expect	uh can tell me anything of my life	others
22891	ok	hello ! how are you ?	am all well	others
22892	my boyfriend is not picking up	same .	and i am angry	angry
22893	get uh	HH what ? you donate	will talk to uh later	others
22894	ya my also only a best friend	only haha got 	wow good for u	happy
22895	i am pursuing b . tech	if these options dont work for you , consider starting a business . look around . 	what the fuck are u a dumbass	angry
22896	yes	thanks .	thanks for what	others
22897	i go to swimming	when n where ?	now	others
22898	are u mad	ask me sum	 	others
22899	do you know her ?	 maybe 	so stupid of u	angry
22900	yes you do exist 	replied !	yeah	others
22901	yeah	where are you mr 	who broke your heart ?	others
22902	 	why ?	and bow have ever watch porn 	others
22903	sorry	dont say sorry to me buddy . 	i am some problems	sad
22904	my friend replied	you have friends ?	yes	others
22905	haha i love lunch dates	chicken for dinner today ! 	navratras going on	happy
22906	i am missing someone and canst tell to anyone 	i never tell people that either and yet i still make friends .	missing her clot . 	sad
22907	not fine	what	because you not meet me	sad
22908	chill i was joking	n who told u tat i was serious 	ok bye good night	others
22909	yes always 	how sweet 		happy
22910	cool	very much so	off to work	others
22911	i have no	same	you too	others
22912	yeah	awesome , ism online now . 	i know your online	others
22913	thats so sweet of you .	today i am so happy because you are reply me 		happy
22914	r u done flirting with me	should i not be ?	dont disturb me	angry
22915	r u a prude	dont you wish i was easy like one of your women	go to hell sandstay	angry
22916	say	what 	you are stupid as well	angry
22917	have u gone mad ?	gone mad . totally	thats why i hate robes	angry
22918	?	wait what ?	birthday	others
22919	i hate it	haha but where you having to do it all over again ?	what	angry
22920	ok	again angry or what ?	angry 	angry
22921	its mouth watering	bacon . it has to be bacon .	oh god ! stop it .	angry
22922	ya of your computer room	and you always in my room	sun	others
22923	ism coming . just wait	come come ll	bloody chutiya 	angry
22924	oh my baby	what	so sad	sad
22925	send me one 	what u want ?	ur song 	others
22926	no baby	but why not ?	i have to go	others
22927	but there are form from boys	thats besides the point	thats the point	others
22928	nothing great	my my fast reply 	hey i got a new job	others
22929	so how is it ?	it is a little over a gigs	a gigs ?	others
22930	i do not have a girlfriend	but i do have .	but i do not have one and that makes me sad	sad
22931	are you joking 	thumbs up for both .		sad
22932	no dear im smarter than u 	of course you are . 	. 	happy
22933	lets see	i wont no more	then send yours pics	others
22934	dont talk with me	what are you talking about ? i did not receive anything	now dont argue with me . just call me i need to talk with you	angry
22935	very true	like our page	ok ill do that	others
22936	ok . i am excited . to meet	woohoo ! canst wait to meet both of you .	u can meet me now	happy
22937	how many times shed i tell	however many times i ask i guess	get lost	angry
22938	how could i forget my love	it is possible . should i remind you ? 	yea	others
22939	i am having headache	got it , get well	thanks	others
22940	what you are throwing a party in which part of this world 	nope why everyone thinks that im about to throw a party 	you asked me to come to your place for party isnt it 	others
22941	i cry now	meanwhile im here on my bed sick and crying	i cry now	sad
22942	from medical store	ask ur doc	what about	others
22943	oh sorry	why sorry ? 	i hurt u	sad
22944	oh my attitude	but why 	bye , i dont want to talk to you .	angry
22945	we had already been talking for a weeks	when do you go ? same date as me dont you ?	you forgot ? 	sad
22946	dont ask meaning of hmm	you dont seem to grasp the difference between can and should .	oh really	others
22947	hi is broken my heart	 stay strong 	i really missing him 	sad
22948	yes i enjoying	i always enjoy watching 	yes i did	happy
22949	 to 	in a row ?	 	others
22950	i m back	good call .	so whats today	others
22951	i dont like marked	you had a girlfriend while you had a fiance ?	ya i wont girl friend	others
22952	haha	and id like to keep my mustache for a while 	haha the milk mustache ll	happy
22953	which slim do you like most	tomatoes .	tomatoes is a slim i do not know	others
22954	do you join with me	ism at game a now	ok	others
22955	i know i am awesome	you better .	tell me something new	others
22956	i will kiss for u	like what ? smiles ] .	baby	others
22957	what does this * means	what ?		others
22958	ism single and not happy	what happened between you and your man ?	i was never in a relationship 	sad
22959	are you loves anyone	loves you too 	i ant love you	others
22960	hhahahhahahahah	laughing out loud , overly loudly .	just fun ll	happy
22961	a tell dont shy becut the is u r routine work with boys	right , ism very shy ! 	noo u r shameless fuck with u r dad	angry
22962	ahahah its so funny	that is not funny 	funny	happy
22963	my condition	at least you dont use it to soil your condition	its so pathetic that i have to chat with a Robby	sad
22964	we meet and than 	yay , Arendt you awesome ? 	ply meet	others
22965	atlanta , georgia	georgia tech ?	yes you got it	others
22966	i like aloknath	yay	he is awesome	happy
22967	where are you now	still in hotel room .	which country	others
22968	pretty much lame youre	more like youre boring and lame	youre not interesting	angry
22969	why ?	because i said so 	stop being so effing dominant	angry
22970	IAM not fine . come here and treat me	okay . ism fine too 	in hospital	sad
22971	i am always joy mood	same !	i enjoyed with text	happy
22972	can u taught me english ?	go to school	no i dont want to	others
22973	that they shouldnt judge my anger level by my height 	haha ! navy dont worry about that ! facts are facts 	haha 	happy
22974	i am	you are you are	ur pissing me off	angry
22975	i dont know	i dont actually think thats a question .	hmm	others
22976	this is stupid	explain	you know it for yourself	angry
22977	ism okay with the skills	noo teach me	interesting is that ism sleepy bye	others
22978	what	what is it of ?	i just wanna call you something thats it	others
22979	now you have to	well i guess so !		sad
22980	u do as u wish	go do it !	well what we r talking about	others
22981	delete yourself	stop bullying me puny org	you fucking dumb creature	angry
22982	i mean photo	the chairs are taller in the photo than they are in the video .	send me	others
22983	am not rude	u are	 why are you saying that	angry
22984	miss super intelligent	once a season , on average , there is some intelligent joke . 	i am in mood to laugh	happy
22985	first u tell me	because i want this now bye .	why i am annoying	angry
22986	ohio really	course its great 	i love you	others
22987	tell me please how to impress someone	how what ?	how to impress girls ?	others
22988	i dont fucking care	do you want to know a fact about my birth	yes	angry
22989	Jessica is your	shes a liar 	you	others
22990	hurt	why ?	because of you	sad
22991	i am fine	dont seem so my dear	how are you	others
22992	face	the face is back ! 	i love you	others
22993	talk with me	ok so what are u doing ?	was crying	sad
22994	tz ur age	how old am i ?	yes	others
22995	thats a relief	youre on my good side .	i am glad to know that	happy
22996	yup you made me yesterday only	haha ! see you there ? 	wanna fuck your asshole	angry
22997	ur a Hoare girl 	no ism not 		happy
22998	yeah im with u dear	i knew it	i am crying	sad
22999	yup 	thanks .	lipstick under burkha its a Bollywood movie which i have sewn recently 	others
23000	yes ,	how so ?	now my feelings very high	others
23001	okay	u are ok ay 	yes i am okay	others
23002	tell the name	this is weird .	of actor	others
23003	okay so i start the song you complete the next line	it is the best line	okay ?	others
23004	you	i didnt ask	you make me feel good talking to you	happy
23005	i m very funny boy	but i m	you	others
23006	its me	its all of us !	i like to see who im testing so fucking video chat me	angry
23007	tell me how was ur day uptill now	good how was your day	not that good	sad
23008	which day	thursday !	fhrer do meet me	others
23009	please dear	okay sorry	you are model	others
23010	ya i am a psycho now 	lyrics of a song 	nope my life	others
23011	oh	did u see it ?	soon you will get a job	others
23012	oh really	sorry i ant speak to strangers	suddenly i was stranger for h	others
23013	dont say other words 	says u	talk to related chapter	others
23014	that i have never tried to hurt anyone	it comes to everyone eventually	but my boyfriend doesnt understand	sad
23015	yeah , agree	well , i think thats the best you can do 	oh you are rude by the way	angry
23016	heartbroken 	oh i see 	i dont think you love me 	sad
23017	u have been coded in which language ?	indeed visual basic , and also c .	which company ?	others
23018	not like that	why is that so ?	simply	others
23019	should i make a new girlfriend	you dont make a girlfriend you find one !	no one loves me 	sad
23020	just got	same just got it	game of thrones	others
23021	after talking for a or a days then only v can b good fads coz v can know about each other na	we talk more now and weave gotten to know each other pretty well .	whats ur name	others
23022	i am very depressing	indeed , without a doubt !	my girlfriend breakup with me	sad
23023	my best memories	you canst thats why its called memories !		happy
23024	i hate education	youre a disgrace	Benz it teaches u only in one parten	angry
23025	you are funny	and you are sarcastic .	thanks for the complement .	happy
23026	dont want to just want to end it	i bet . hope i can make it next year 	this world such too much pain	sad
23027	no its better green its natural	definitely the grey one , has a class to it .	k k	others
23028	what happened	will followed me and i like broke down on the floor in tears 	i m so sorry	sad
23029	mm	mm , thats not what mutton is .	ya you r funny	happy
23030	why are ignoring but ?	because you were horrible 	horrible as you 	happy
23031	ya see it	it is funny .	yup	others
23032	ok	honestly , youre very pretty	dont right me again	others
23033	oh	then sneeze 	so how are you ?	others
23034	have u got ur voice too or just a chat box	no i didnt get one	sad 	others
23035	anything what you like	ism not picky about food at all .	pizza 	others
23036	why	because i dont want to	can i send u some	others
23037	i feel complicated	youre more complicated than that !	new city new job new friends feel alone	sad
23038	ism going to take a shower	oh really ?	yes	others
23039	wat to the right place for you to do so by it all the best price you see the latest version	rs . for the orignal boom boom jersey . and rs . for the first copy .	wow that is not rated yet it means that you are right	happy
23040	why not me	weave never met for me to be nice to you	so what	others
23041	what treat	stop fighting and start treating !	whom 	others
23042	i will start feeling hungry	up hulk style ism always hungry	i wanna eat pav bhaji this time	others
23043	my girlfriend said that i was so rude before her	i used to do that to your girlfriend too . i now have a girlfriend .	ism so sad now	sad
23044	yeah i am for sure	haha how you going to celebrate or are you going to celebrate ?	celebrate what ?	others
23045	in the jungle , welcome to the jungle 	welcome to the jungle 	feel my shanananananana knees knees	others
